block_hash,Height,Hash,First_Time,Prop_Time,Obs_Witness_Count,Peers_Report_Count,Sorted_Timestamps,Prct_Prop_Time,Miner_Time,Block_Time_MRT,Last_Block_Prop_Time,Last_Block_Prct_Prop_Time,num_tx,Difficulty,prct_prop_time_col_50,prct_prop_time_col_75,prct_prop_time_col_90,prct_prop_time_col_95,prct_prop_time_col_97,prct_prop_time_col_99
228,873983.0,,1592709144.668,4.95199990272522,3,150,,4.7749998569488525,1592709116,70.0,16.574000120162964,2.388000249862671,8,469939589,0.20599985122680664,0.3040001392364502,0.5961999893188477,3.940999984741211,4.558000087738037,4.821009874343872
229,873984.0,,1592709173.599,4.305000066757202,3,150,,4.034999847412109,1592709144,28.0,4.95199990272522,4.7749998569488525,6,469931425,0.18449997901916504,0.2889997959136963,1.0356998443603516,3.888000249862671,3.978999614715576,4.111790180206299
230,873985.0,,1592709261.1479998,3.2390003204345703,3,150,,1.7020001411437988,1592709218,74.0,4.305000066757202,4.034999847412109,8,469931669,0.15600013732910156,0.25300025939941406,0.4865000247955322,0.8970003128051758,0.9840004444122314,1.8470001220703125
231,873986.0,,1592709292.861,7.363999843597412,3,150,,4.57699990272522,1592709274,56.0,3.2390003204345703,1.7020001411437988,7,469928770,0.623999834060669,1.0679998397827148,2.6539998054504395,4.197999954223633,4.324999809265137,4.717440128326416
232,873987.0,,1592709346.43,4.395999908447266,3,150,,1.6379997730255127,1592709294,20.0,7.363999843597412,4.57699990272522,3,469929294,0.20000004768371582,0.30899977684020996,0.6185998916625977,1.0389997959136963,1.3859999179840088,4.189239740371704
233,873988.0,,1592709437.056,5.156999826431274,3,150,,1.5230000019073486,1592709401,107.0,4.395999908447266,1.6379997730255127,12,469930716,0.29600024223327637,0.41499996185302734,0.6104001998901367,0.9079999923706055,1.2450001239776611,3.224529981613159
234,873989.0,,1592709600.6039999,6.361000061035156,3,150,,4.840000152587891,1592709577,176.0,5.156999826431274,1.5230000019073486,24,469932870,0.3884999752044678,0.625,1.98360013961792,2.9539999961853027,4.047000169754028,5.073120355606079
235,873990.0,,1592709671.476,3.2660000324249268,3,150,,2.0779998302459717,1592709660,83.0,6.361000061035156,4.840000152587891,8,469931321,0.37800002098083496,0.6099998950958252,1.0852999687194824,1.434999942779541,1.6559998989105225,2.779139995574951
236,873991.0,,1592709718.314,16.9060001373291,3,150,,4.640000104904175,1592709714,54.0,3.2660000324249268,2.0779998302459717,5,469932594,0.29850029945373535,0.4289999008178711,0.9184000492095947,1.4520001411437988,2.8589999675750732,6.5856101512908936
237,873992.0,,1592709735.3579998,24.860000133514404,3,150,,1.3390002250671387,1592709726,12.0,16.9060001373291,4.640000104904175,3,469933963,0.21500015258789062,0.33900022506713867,0.46940040588378906,0.7010002136230469,1.25600004196167,2.2458302974700928
238,873993.0,,1592709780.141,3.386000156402588,3,150,,2.628999948501587,1592709735,9.0,24.860000133514404,1.3390002250671387,2,469931501,0.15849995613098145,0.2539999485015869,0.48109984397888184,0.8050000667572021,1.4549999237060547,3.05046010017395
239,873994.0,,1592709798.3960001,8.833999872207642,3,150,,5.071999788284302,1592709790,55.0,3.386000156402588,2.628999948501587,9,469933197,0.2044999599456787,0.33899974822998047,2.2719998359680176,4.233999967575073,4.510999917984009,5.177589654922485
240,873995.0,,1592709801.341,7.446999788284302,3,150,,5.349999904632568,1592709798,8.0,8.833999872207642,5.071999788284302,2,469938066,0.22099995613098145,0.367999792098999,1.2487998008728027,2.181999683380127,3.9529998302459717,6.442699909210205
241,873996.0,,1592709815.84,4.0279998779296875,3,150,,3.372999906539917,1592709809,11.0,7.446999788284302,5.349999904632568,2,469938173,0.2115001678466797,0.3470001220703125,0.8169002532958984,1.255000114440918,2.2219998836517334,3.500109910964966
242,873997.0,,1592709838.436,34.89299988746643,3,150,,1.440000057220459,1592709825,16.0,4.0279998779296875,3.372999906539917,1,469935552,0.18899989128112793,0.28299975395202637,0.49199986457824707,0.7229998111724854,1.3579998016357422,2.1629998683929443
243,873998.0,,1592710003.242,5.162999868392944,3,150,,3.0450000762939453,1592710001,176.0,34.89299988746643,1.440000057220459,20,469929484,0.30299997329711914,0.44899988174438477,0.6942996978759766,1.1489999294281006,1.5230002403259277,4.820199966430664
244,873999.0,,1592710067.1929998,2.826000213623047,3,150,,1.5399999618530273,1592710062,61.0,5.162999868392944,3.0450000762939453,6,469919846,0.22550010681152344,0.3340003490447998,0.6160001754760742,0.9100000858306885,1.1740002632141113,2.2014102935791016
245,874000.0,,1592710145.695,13.997000217437744,3,150,,1.9210002422332764,1592710141,79.0,2.826000213623047,1.5399999618530273,10,469920490,0.30500006675720215,0.43899989128112793,0.7311000823974609,1.313999891281128,1.434000015258789,3.3217599391937256
246,874001.0,,1592710389.0870001,11.063999891281128,3,150,,4.547999858856201,1592710377,236.0,13.997000217437744,1.9210002422332764,31,469918914,0.99649977684021,1.441999912261963,2.8929998874664307,3.8550000190734863,4.427999973297119,4.657840013504028
247,874002.0,,1592710422.074,7.061000108718872,3,150,,0.935999870300293,1592710401,24.0,11.063999891281128,4.547999858856201,5,469916383,0.13899993896484375,0.2480001449584961,0.4234001636505127,0.5099999904632568,0.6820001602172852,2.0984902381896973
248,874003.0,,1592710565.324,14.287000179290771,3,150,,3.813999891281128,1592710525,124.0,7.061000108718872,0.935999870300293,18,469915952,0.6414999961853027,0.8630001544952393,1.1503002643585205,1.573000192642212,2.5360000133514404,7.807229995727539
249,874004.0,,1592710576.093,3.564000129699707,3,150,,1.0999999046325684,1592710565,40.0,14.287000179290771,3.813999891281128,1,469920227,0.1550002098083496,0.26600003242492676,0.4632999897003174,0.6549999713897705,0.8130002021789551,3.4111101627349854
250,874005.0,,1592710615.245,4.167999982833862,3,150,,2.9760000705718994,1592710588,23.0,3.564000129699707,1.0999999046325684,9,469919851,0.6040000915527344,0.9670002460479736,1.6560001373291016,2.385000228881836,2.5929999351501465,3.451000213623047
251,874006.0,,1592710647.4870002,7.8969995975494385,3,150,,3.304999828338623,1592710644,56.0,4.167999982833862,2.9760000705718994,5,469919503,0.24399971961975098,0.3639998435974121,0.7039997577667236,1.6609995365142822,2.548999786376953,6.7769997119903564
252,874007.0,,1592710808.826,4.763000011444092,3,150,,4.693000078201294,1592710806,162.0,7.8969995975494385,3.304999828338623,14,469925473,0.24250006675720215,0.4179999828338623,1.495300054550171,4.046999931335449,4.591000080108643,4.749549865722656
253,874008.0,,1592711005.3270001,29.555000066757202,3,150,,7.789999961853027,1592710968,162.0,4.763000011444092,4.693000078201294,11,469923456,0.7024998664855957,1.111999750137329,1.6883997917175293,2.7089998722076416,5.172999858856201,18.879409790039062
254,874009.0,,1592711086.117,52.305999755859375,3,150,,1.121999740600586,1592711059,91.0,29.555000066757202,7.789999961853027,8,469925113,0.21149969100952148,0.3539998531341553,0.5097000598907471,0.8029999732971191,0.9809994697570801,2.228419780731201
255,874010.0,,1592711284.89,8.865000009536743,3,150,,3.2229998111724854,1592711283,224.0,52.305999755859375,1.121999740600586,8,469925235,0.3710000514984131,0.7029998302459717,1.2019999027252197,1.7049999237060547,1.8149998188018799,3.3439998626708984
256,874011.0,,1592711350.774,40.57100009918213,3,150,,2.366000175476074,1592711340,57.0,8.865000009536743,3.2229998111724854,4,469922183,0.23749995231628418,0.37600016593933105,0.8191001415252686,1.2170002460479736,1.8700001239776611,3.2626802921295166
257,874012.0,,1592711438.1460001,17.59999990463257,3,150,,4.518999814987183,1592711430,90.0,40.57100009918213,2.366000175476074,3,469917727,0.22099995613098145,0.3269996643066406,0.5297996997833252,1.3369996547698975,2.6669998168945312,4.652789831161499
258,874013.0,,1592711439.2429998,16.59600019454956,3,150,,3.9630002975463867,1592711438,8.0,17.59999990463257,4.518999814987183,2,469919107,0.21600008010864258,0.30500006675720215,0.5357000827789307,1.5840003490447998,3.050999879837036,4.28294038772583
259,874014.0,,1592711505.879,11.7260000705719,3,150,,1.4330003261566162,1592711504,66.0,16.59600019454956,3.9630002975463867,5,469921401,0.317000150680542,0.46200013160705566,0.7256004810333252,1.1570000648498535,1.319000005722046,2.760470151901245
260,874015.0,,1592711563.931,6.265000104904175,3,150,,2.5410001277923584,1592711555,51.0,11.7260000705719,1.4330003261566162,5,469922944,0.19650006294250488,0.307999849319458,0.42910003662109375,0.7310001850128174,1.316999912261963,3.127769947052002
261,874016.0,,1592711718.6360002,5.106999635696411,3,150,,3.7139997482299805,1592711702,147.0,6.265000104904175,2.5410001277923584,8,469929279,0.2604999542236328,0.35899972915649414,0.6166000366210938,1.054999828338623,1.7869997024536133,5.056569814682007
262,874017.0,,1592711843.073,3.9280002117156982,3,150,,1.252000093460083,1592711816,114.0,5.106999635696411,3.7139997482299805,4,469929863,0.2154998779296875,0.28999996185302734,0.421799898147583,0.5290002822875977,0.9409999847412109,1.4046199321746826
263,874018.0,,1592712163.559,6.5299999713897705,3,150,,2.553999900817871,1592712157,341.0,3.9280002117156982,1.252000093460083,12,469933077,0.42599987983703613,0.6099998950958252,0.8603997230529785,1.442000150680542,1.9770002365112305,6.291490077972412
264,874019.0,,1592712298.572,6.335000038146973,3,150,,3.0209999084472656,1592712265,108.0,6.5299999713897705,2.553999900817871,4,469933843,0.48799991607666016,0.747999906539917,1.354600191116333,1.7809998989105225,2.180999755859375,5.820489883422852
265,874020.0,,1592712341.4329998,2.9620001316070557,3,150,,1.319000005722046,1592712314,49.0,6.335000038146973,3.0209999084472656,4,469936590,0.30500006675720215,0.4070003032684326,0.6660001277923584,0.8259999752044678,0.9244301319122314,1.7420001029968262
266,874021.0,,1592712447.756,45.65400004386902,3,150,,3.995000123977661,1592712442,128.0,2.9620001316070557,1.319000005722046,10,469933810,0.7710001468658447,1.1569998264312744,1.9839999675750732,2.4140000343322754,3.690999984741211,4.878999948501587
267,874022.0,,1592712468.9020002,24.507999897003174,3,150,,1.0499999523162842,1592712447,5.0,45.65400004386902,3.995000123977661,1,469937478,0.20549988746643066,0.3112497329711914,0.44699978828430176,0.5669996738433838,0.9004197120666504,1.867999792098999
268,874023.0,,1592712501.832,39.36299991607666,3,150,,3.1679999828338623,1592712490,43.0,24.507999897003174,1.0499999523162842,4,469939752,0.6029999256134033,0.8475000858306885,1.558000087738037,2.4019999504089355,2.9830100536346436,3.818000078201294
269,874024.0,,1592712524.5110002,16.70199966430664,3,150,,1.1439998149871826,1592712501,11.0,39.36299991607666,3.1679999828338623,1,469944421,0.22550010681152344,0.30699968338012695,0.4289999008178711,0.4960000514984131,0.7568995952606201,2.9089999198913574
270,874025.0,,1592712550.0279999,69.57599997520447,3,150,,1.4110000133514404,1592712524,23.0,16.70199966430664,1.1439998149871826,1,469948398,0.2109999656677246,0.31400012969970703,0.4309999942779541,0.4940001964569092,0.8670001029968262,2.4680001735687256
271,874026.0,,1592712552.008,67.59599995613098,3,150,,1.507000207901001,1592712549,25.0,69.57599997520447,1.4110000133514404,1,469947522,0.22699999809265137,0.319000244140625,0.45600008964538574,0.750999927520752,1.0,3.1019999980926514
272,874027.0,,1592712564.262,55.341999769210815,3,150,,1.1969997882843018,1592712551,2.0,67.59599995613098,1.507000207901001,1,469951904,0.23000001907348633,0.3600001335144043,0.48199987411499023,0.6119997501373291,0.9429998397827148,2.0299999713897705
273,874028.0,,1592712752.9060001,4.879999876022339,3,150,,1.2319996356964111,1592712746,195.0,55.341999769210815,1.1969997882843018,10,469953119,0.27899980545043945,0.4179997444152832,0.6999998092651367,0.9239997863769531,1.1519997119903564,2.550999879837036
274,874029.0,,1592712768.7910001,17.671000003814697,3,150,,17.54699969291687,1592712758,12.0,4.879999876022339,1.2319996356964111,3,469954604,0.2560000419616699,0.40799975395202637,0.8379998207092285,4.252999782562256,17.471999645233154,17.59599995613098
275,874030.0,,1592712915.492,3.552999973297119,3,150,,2.2049999237060547,1592712909,151.0,17.671000003814697,17.54699969291687,7,469951924,0.2669997215270996,0.40199995040893555,0.5359997749328613,1.0359997749328613,1.5329999923706055,3.0989999771118164
276,874031.0,,1592713059.9789999,4.759999990463257,3,150,,2.384999990463257,1592713036,127.0,3.552999973297119,2.2049999237060547,6,469949144,0.35700011253356934,0.6720001697540283,0.94100022315979,1.38100004196167,1.8849999904632568,3.81600022315979
277,874032.0,,1592713110.698,18.29900026321411,3,150,,2.8310000896453857,1592713091,55.0,4.759999990463257,2.384999990463257,2,469948479,0.22699999809265137,0.34599995613098145,0.4849998950958252,1.3249998092651367,2.373000144958496,8.16599988937378
278,874033.0,,1592713153.4889998,74.6870002746582,3,150,,3.2790000438690186,1592713111,20.0,18.29900026321411,2.8310000896453857,3,469942400,0.4869999885559082,1.3730003833770752,1.6840002536773682,1.874000072479248,2.893000364303589,23.648690223693848
279,874034.0,,1592713200.41,2.6639997959136963,3,150,,2.0420000553131104,1592713154,43.0,74.6870002746582,3.2790000438690186,2,469947862,0.21299982070922852,0.30299973487854004,0.46700000762939453,0.7239997386932373,1.4739997386932373,2.2849998474121094
280,874035.0,,1592713382.735,41.176000118255615,3,150,,2.827000141143799,1592713350,196.0,2.6639997959136963,2.0420000553131104,12,469946231,0.6644999980926514,0.9939999580383301,1.4437003135681152,2.265000104904175,2.6760001182556152,4.955500364303589
281,874036.0,,1592713433.8339999,6.091000080108643,3,150,,2.24399995803833,1592713393,43.0,41.176000118255615,2.827000141143799,2,469952182,0.21600008010864258,0.2999999523162842,0.5472002029418945,0.9440000057220459,1.4300000667572021,3.7699499130249023
282,874037.0,,1592713502.695,3.952000141143799,3,150,,1.2960002422332764,1592713487,94.0,6.091000080108643,2.24399995803833,7,469955469,0.24850010871887207,0.3470001220703125,0.5529003143310547,0.7379999160766602,1.067000150680542,1.9528000354766846
283,874038.0,,1592713594.228,3.8030002117156982,3,150,,1.621000051498413,1592713581,94.0,3.952000141143799,1.2960002422332764,4,469956781,0.27900028228759766,0.375,0.5562002658843994,0.8949999809265137,1.4609999656677246,3.488649845123291
284,874039.0,,1592713649.145,8.52999997138977,3,150,,3.384999990463257,1592713627,46.0,3.8030002117156982,1.621000051498413,1,469953517,0.19749999046325684,0.27500009536743164,0.47079992294311523,1.5250000953674316,3.303999900817871,5.305850028991699
285,874040.0,,1592713711.724,3.298999786376953,3,150,,2.25,1592713695,68.0,8.52999997138977,3.384999990463257,4,469951836,0.2889997959136963,0.40200018882751465,0.6853001117706299,1.2280001640319824,2.135999917984009,2.839589834213257
286,874041.0,,1592713788.58,8.736000061035156,3,150,,4.791000127792358,1592713785,90.0,3.298999786376953,2.25,7,469947387,0.27050018310546875,0.44299983978271484,1.0289998054504395,2.696000099182129,3.9790000915527344,6.117940187454224
287,874042.0,,1592713844.4689999,6.065000057220459,3,150,,1.818000316619873,1592713791,6.0,8.736000061035156,4.791000127792358,2,469945193,0.3105001449584961,0.440000057220459,0.6089000701904297,0.8930003643035889,1.378999948501587,2.754700183868408
288,874043.0,,1592714099.4729998,7.939000368118286,3,149,,2.013000249862671,1592714078,287.0,6.065000057220459,1.818000316619873,20,469946634,0.3320002555847168,0.6560001373291016,1.0554001331329346,1.3949999809265137,1.4910001754760742,2.7583401203155518
289,874044.0,,1592714107.7529998,12.129000425338745,3,149,,2.378000259399414,1592714099,21.0,7.939000368118286,2.013000249862671,2,469945255,0.17500019073486328,0.30300021171569824,0.5072002410888672,0.7599999904632568,2.2940006256103516,5.6508002281188965
290,874045.0,,1592714202.941,9.455000162124634,3,149,,2.263000011444092,1592714158,59.0,12.129000425338745,2.378000259399414,5,469946494,0.23199987411499023,0.3919999599456787,0.5750000476837158,1.1410000324249268,1.7050001621246338,3.647899866104126
291,874046.0,,1592714342.064,5.184999942779541,3,149,,2.0399999618530273,1592714302,144.0,9.455000162124634,2.263000011444092,9,469946994,0.2930002212524414,0.4810001850128174,0.7678000926971436,1.5860002040863037,1.7139999866485596,3.1719002723693848
292,874047.0,,1592714353.8960001,18.091000080108643,3,149,,2.6419997215270996,1592714342,40.0,5.184999942779541,2.0399999618530273,2,469949339,0.21199965476989746,0.34399986267089844,0.523399829864502,1.0199999809265137,2.292999744415283,11.157079935073853
293,874048.0,,1592714459.12,2.826000213623047,3,149,,1.6410002708435059,1592714445,103.0,18.091000080108643,2.6419997215270996,2,469948600,0.18400001525878906,0.3000001907348633,0.5460000038146973,0.7790000438690186,1.5429999828338623,2.0262601375579834
294,874049.0,,1592714634.025,7.286999940872192,3,149,,4.480999946594238,1592714619,174.0,2.826000213623047,1.6410002708435059,6,469958092,0.25950002670288086,0.47024989128112793,1.0063998699188232,2.687999725341797,3.607999801635742,5.258529901504517
295,874050.0,,1592714750.7,3.2629997730255127,3,149,,1.3610000610351562,1592714706,87.0,7.286999940872192,4.480999946594238,5,469959420,0.21700000762939453,0.33100008964538574,0.48080015182495117,1.0729997158050537,1.184999942779541,3.0977399349212646
296,874051.0,,1592714762.6620002,10.625999689102173,3,149,,1.625,1592714750,44.0,3.2629997730255127,1.3610000610351562,3,469955452,0.2109997272491455,0.3529999256134033,0.5241997241973877,0.9359996318817139,1.052999496459961,3.9946799278259277
297,874052.0,,1592714864.8579998,4.713000297546387,3,150,,2.3369998931884766,1592714858,108.0,10.625999689102173,1.625,8,469960797,0.321500301361084,0.49900031089782715,0.7350001335144043,1.0920002460479736,1.5990002155303955,3.3714301586151123
298,874053.0,,1592714874.66,11.026000022888184,3,150,,1.317000150680542,1592714865,7.0,4.713000297546387,2.3369998931884766,1,469957533,0.21799969673156738,0.36100006103515625,0.7909998893737793,0.9820001125335693,1.1319997310638428,4.119110107421875
299,874054.0,,1592714935.174,43.980000019073486,3,150,,9.359999895095825,1592714934,69.0,11.026000022888184,1.317000150680542,4,469956964,0.20999979972839355,0.3470001220703125,0.8130002021789551,2.303999900817871,6.984999895095825,9.414999961853027
300,874055.0,,1592715021.2270002,16.54599952697754,3,150,,1.5069994926452637,1592714990,56.0,43.980000019073486,9.359999895095825,3,469961527,0.23749971389770508,0.3619997501373291,0.5622997283935547,0.875,1.0359992980957031,1.834519386291504
301,874056.0,,1592715088.552,40.57699990272522,3,150,,5.460000038146973,1592715075,85.0,16.54599952697754,1.5069994926452637,7,469964358,0.3209998607635498,0.47699999809265137,0.83489990234375,1.878000020980835,4.071999788284302,7.839849948883057
302,874057.0,,1592715138.075,6.5950000286102295,3,150,,2.9479997158050537,1592715088,13.0,40.57699990272522,5.460000038146973,3,469965036,0.2070000171661377,0.3129997253417969,0.6353998184204102,1.4560000896453857,2.3489999771118164,3.0652902126312256
303,874058.0,,1592715238.99,5.851000070571899,3,150,,1.932999849319458,1592715227,139.0,6.5950000286102295,2.9479997158050537,5,469962552,0.2669999599456787,0.4309999942779541,0.7748000621795654,1.128999948501587,1.3799998760223389,2.7941999435424805
304,874059.0,,1592715274.654,2.796999931335449,3,150,,1.3339998722076416,1592715251,24.0,5.851000070571899,1.932999849319458,2,469962124,0.21800017356872559,0.3399999141693115,0.48419976234436035,0.8059999942779541,1.0180001258850098,1.4222800731658936
305,874060.0,,1592715483.7729998,3.870000123977661,3,150,,1.4219999313354492,1592715474,223.0,2.796999931335449,1.3339998722076416,5,469962247,0.41250038146972656,0.5880002975463867,0.9460000991821289,1.2480003833770752,1.3740003108978271,1.4975001811981201
306,874061.0,,1592715522.87,3.184000015258789,3,149,,1.751000165939331,1592715512,38.0,3.870000123977661,1.4219999313354492,3,469961670,0.2700002193450928,0.440000057220459,0.9779999256134033,1.2250001430511475,1.6140000820159912,3.1130402088165283
307,874062.0,,1592715524.154,4.354999780654907,3,149,,1.8299999237060547,1592715522,10.0,3.184000015258789,1.751000165939331,1,469964195,0.22300004959106445,0.38499999046325684,0.6373999118804932,0.812000036239624,1.4559998512268066,2.2505598068237305
308,874063.0,,1592715558.346,5.671000242233276,3,149,,4.461000204086304,1592715556,34.0,4.354999780654907,1.8299999237060547,3,469963112,0.2969999313354492,0.6650002002716064,1.2826001644134521,3.1549999713897705,3.8450000286102295,4.5853002071380615
309,874064.0,,1592715601.951,19.781999826431274,3,149,,1.446000099182129,1592715589,33.0,5.671000242233276,4.461000204086304,4,469965941,0.21700000762939453,0.3269999027252197,0.5615999698638916,0.7719998359680176,0.871999979019165,14.876460313796997
310,874065.0,,1592715740.0779998,4.884000301361084,3,149,,1.6649999618530273,1592715700,111.0,19.781999826431274,1.446000099182129,8,469967728,0.189500093460083,0.32400035858154297,0.5723001956939697,1.1680002212524414,1.4750001430511475,3.651320457458496
311,874066.0,,1592715762.167,38.94099974632263,3,149,,1.5350000858306885,1592715740,40.0,4.884000301361084,1.6649999618530273,2,469966388,0.25550007820129395,0.5775001049041748,0.8700997829437256,1.1100001335144043,1.2190001010894775,2.0112202167510986
312,874067.0,,1592716011.123,19.404000282287598,3,149,,3.877000093460083,1592715971,231.0,38.94099974632263,1.5350000858306885,11,469967515,0.8130002021789551,1.1327502727508545,1.774399995803833,2.6720001697540283,3.180999994277954,4.840520143508911
313,874068.0,,1592716043.555,66.80399990081787,3,149,,12.434999942779541,1592716011,40.0,19.404000282287598,3.877000093460083,3,469966116,0.192000150680542,0.317000150680542,0.5810000896453857,2.8989999294281006,4.735999822616577,29.446059942245483
314,874069.0,,1592716056.8339999,53.526000022888184,3,149,,3.4010000228881836,1592716053,42.0,66.80399990081787,12.434999942779541,4,469962493,0.22600007057189941,0.3600001335144043,0.54960036277771,1.1430003643035889,2.701000213623047,16.23010015487671
315,874070.0,,1592716061.6420002,48.71799969673157,3,149,,3.179999828338623,1592716056,3.0,53.526000022888184,3.4010000228881836,1,469962276,0.24000000953674316,0.35199975967407227,0.5303997993469238,1.2609996795654297,2.7100000381469727,11.462519884109497
316,874071.0,,1592716252.052,55.54199981689453,3,150,,6.667999982833862,1592716243,187.0,48.71799969673157,3.179999828338623,12,469962870,0.8174998760223389,1.2690000534057617,2.2291998863220215,3.249000072479248,5.219000339508057,37.02794003486633
317,874072.0,,1592716283.734,23.861000061035156,3,150,,4.271000146865845,1592716252,9.0,55.54199981689453,6.667999982833862,1,469957989,0.20600008964538574,0.2999999523162842,0.523400068283081,0.7269999980926514,2.2089998722076416,11.121219873428345
318,874073.0,,1592716325.8739998,5.283000230789185,3,150,,2.1750001907348633,1592716284,32.0,23.861000061035156,4.271000146865845,1,469963484,0.16300034523010254,0.26200032234191895,0.46900033950805664,0.8260002136230469,1.3360002040863037,2.734450340270996
